Rattle Shake - Swap Force,4.99,7.99,34372,https://www.pricecharting.com/game/skylanders/rattle-shake-swap-force,0 
Reef Ripper - SuperChargers,1.99,4.99,36060,https://www.pricecharting.com/game/skylanders/reef-ripper-superchargers,0 
Riptide - Swap Force,2.99,4.99,34373,https://www.pricecharting.com/game/skylanders/riptide-swap-force,0 
Riptide - Swap Force Green,84.99,129.99,34629,https://www.pricecharting.com/game/skylanders/riptide-swap-force-green,0 
Rocky Roll - Trap Team,8.99,9.99,35897,https://www.pricecharting.com/game/skylanders/rocky-roll-trap-team,0 
Roller Brawl - Swap Force,1.99,2.99,34374,https://www.pricecharting.com/game/skylanders/roller-brawl-swap-force,0 
Rubble Rouser - Swap Force,1.99,3.99,34375,https://www.pricecharting.com/game/skylanders/rubble-rouser-swap-force,0 
Scorp - Swap Force,1.99,2.99,34376,https://www.pricecharting.com/game/skylanders/scorp-swap-force,0 
Scorp - Swap Force Green,54.99,54.99,34630,https://www.pricecharting.com/game/skylanders/scorp-swap-force-green,0 
Scorpion Striker Catapult,2.99,4.99,54399,https://www.pricecharting.com/game/skylanders/scorpion-striker-catapult,0 
Scratch - Swap Force,12.99,13.99,34377,https://www.pricecharting.com/game/skylanders/scratch-swap-force,0 
Sea Racing Action Pack,4.99,5.99,58087,https://www.pricecharting.com/game/skylanders/sea-racing-action-pack,0 
Sea Shadow - SuperChargers,1.99,1.99,36057,https://www.pricecharting.com/game/skylanders/sea-shadow-superchargers,0 
Sea Shadow - SuperChargers Dark,1.99,7.99,36048,https://www.pricecharting.com/game/skylanders/sea-shadow-superchargers-dark,0 
Shark Tank - SuperChargers,1.99,2.99,36347,https://www.pricecharting.com/game/skylanders/shark-tank-superchargers,0 
Shield Striker - SuperChargers,.99,3.99,36344,https://www.pricecharting.com/game/skylanders/shield-striker-superchargers,0 
Short Cut - Trap Team,6.99,6.99,35510,https://www.pricecharting.com/game/skylanders/short-cut-trap-team,0 
Shroomboom - Giants,2.99,6.99,33716,https://www.pricecharting.com/game/skylanders/shroomboom-giants,0 
Shroomboom - Giants Lightcore,.99,1.99,33717,https://www.pricecharting.com/game/skylanders/shroomboom-giants-lightcore,0 
Shroomboom - Trap Team Sure Shot,.99,1.99,35523,https://www.pricecharting.com/game/skylanders/shroomboom-trap-team-sure-shot,0 
Sky Diamond,2.99,4.99,54400,https://www.pricecharting.com/game/skylanders/sky-diamond,0 
Sky Slicer - SuperChargers,1.99,3.99,36058,https://www.pricecharting.com/game/skylanders/sky-slicer-superchargers,0 
Slam Bam,3.99,10.99,33719,https://www.pricecharting.com/game/skylanders/slam-bam,0 
Slam Bam - Giants Legendary,1.99,3.99,33720,https://www.pricecharting.com/game/skylanders/slam-bam-giants-legendary,0 
Slam Bam - Giants Series 2,3.99,8.99,33718,https://www.pricecharting.com/game/skylanders/slam-bam-giants-series-2,0 
Slobber Tooth - Swap Force,2.99,2.99,34378,https://www.pricecharting.com/game/skylanders/slobber-tooth-swap-force,0 
Slobber Tooth - Swap Force Dark,1.99,11.99,34379,https://www.pricecharting.com/game/skylanders/slobber-tooth-swap-force-dark,0 
Small Fry - Trap Team,2.99,6.99,35500,https://www.pricecharting.com/game/skylanders/small-fry-trap-team,0 
Smash Hit - SuperChargers,1.99,2.99,36188,https://www.pricecharting.com/game/skylanders/smash-hit-superchargers,0 
Smash Hit - SuperChargers Steel Plated,1.99,7.99,36351,https://www.pricecharting.com/game/skylanders/smash-hit-superchargers-steel-plated,0 
Smolderdash - Swap Force,2.99,2.99,34380,https://www.pricecharting.com/game/skylanders/smolderdash-swap-force,0 
Smolderdash - Swap Force Lightcore,1.99,9.99,34381,https://www.pricecharting.com/game/skylanders/smolderdash-swap-force-lightcore,0 
Snap Shot - Trap Team Dark,3.99,3.99,35531,https://www.pricecharting.com/game/skylanders/snap-shot-trap-team-dark,0 
Snap Shot - Trap Team Master,1.99,5.99,35900,https://www.pricecharting.com/game/skylanders/snap-shot-trap-team-master,1 
Snowderdash - Swap Force Employee 2013,34.99,49.99,34723,https://www.pricecharting.com/game/skylanders/snowderdash-swap-force-employee-2013,0 
Sonic Boom,2.99,4.99,33721,https://www.pricecharting.com/game/skylanders/sonic-boom,0 
Sonic Boom - Giants Glow in the Dark,.99,4.99,33723,https://www.pricecharting.com/game/skylanders/sonic-boom-giants-glow-in-the-dark,0 
Sonic Boom - Giants Pearl Series 2,89.99,89.99,33796,https://www.pricecharting.com/game/skylanders/sonic-boom-giants-pearl-series-2,0 
Sonic Boom - Giants Series 2,.99,6.99,33722,https://www.pricecharting.com/game/skylanders/sonic-boom-giants-series-2,0 
Spitfire - SuperChargers,3.99,4.99,36039,https://www.pricecharting.com/game/skylanders/spitfire-superchargers,1 
Spitfire - SuperChargers Dark,1.99,10.99,36045,https://www.pricecharting.com/game/skylanders/spitfire-superchargers-dark,0 
Splat - SuperChargers,1.99,3.99,36340,https://www.pricecharting.com/game/skylanders/splat-superchargers,0 
Splatter Splasher - SuperChargers,2.99,3.99,36343,https://www.pricecharting.com/game/skylanders/splatter-splasher-superchargers,0 
Spotlight - Trap Team,49.99,39.99,35899,https://www.pricecharting.com/game/skylanders/spotlight-trap-team,0 
Sprocket - Giants,1.99,3.99,33724,https://www.pricecharting.com/game/skylanders/sprocket-giants,0 
Sprocket - Giants Pearl,69.99,89.99,33795,https://www.pricecharting.com/game/skylanders/sprocket-giants-pearl,0 
Sprocket - Swap Force,2.99,4.99,34382,https://www.pricecharting.com/game/skylanders/sprocket-swap-force,0 
Sprocket - Swap Force Metallic,4.99,6.99,34724,https://www.pricecharting.com/game/skylanders/sprocket-swap-force-metallic,0 
Spry - Trap Team,2.99,4.99,35502,https://www.pricecharting.com/game/skylanders/spry-trap-team,0 
Spry - Trap Team Mini,1.99,6.99,35913,https://www.pricecharting.com/game/skylanders/spry-trap-team-mini,0 
Spy Rise - Swap Force,3.99,4.99,34383,https://www.pricecharting.com/game/skylanders/spy-rise-swap-force,0 
Spyro,5.99,11.99,33725,https://www.pricecharting.com/game/skylanders/spyro,1 
Spyro - Dark,5.99,19.99,33726,https://www.pricecharting.com/game/skylanders/spyro-dark,0 
Spyro - E3 2011,12.99,19.99,33883,https://www.pricecharting.com/game/skylanders/spyro-e3-2011,0 
Spyro - E3 2012 Chrome,29.99,69.99,33728,https://www.pricecharting.com/game/skylanders/spyro-e3-2012-chrome,0 
Spyro - Eon's Elite,9.99,19.99,35908,https://www.pricecharting.com/game/skylanders/spyro-eon's-elite,0 
Spyro - Giants Series 2,7.99,12.99,33729,https://www.pricecharting.com/game/skylanders/spyro-giants-series-2,0 
Spyro - Legendary,5.99,29.99,33727,https://www.pricecharting.com/game/skylanders/spyro-legendary,0 
Spyro - Swap Force Mega Ram,.99,8.99,34384,https://www.pricecharting.com/game/skylanders/spyro-swap-force-mega-ram,0 
Spyro - Swap Force Mega Ram Dark,2.99,6.99,34385,https://www.pricecharting.com/game/skylanders/spyro-swap-force-mega-ram-dark,0 
Star Strike - Swap Force,3.99,4.99,34386,https://www.pricecharting.com/game/skylanders/star-strike-swap-force,0 
Star Strike - Swap Force Enchanted,3.99,4.99,34388,https://www.pricecharting.com/game/skylanders/star-strike-swap-force-enchanted,0 
Star Strike - Swap Force Lightcore,1.99,2.99,34387,https://www.pricecharting.com/game/skylanders/star-strike-swap-force-lightcore,0 
Stealth Elf,3.99,7.99,33730,https://www.pricecharting.com/game/skylanders/stealth-elf,0 
Stealth Elf - Clear,79.99,154.99,33780,https://www.pricecharting.com/game/skylanders/stealth-elf-clear,0 
Stealth Elf - Eon's Elite,8.99,15.99,35906,https://www.pricecharting.com/game/skylanders/stealth-elf-eon's-elite,0 
Stealth Elf - Giants Legendary,1.99,5.99,33732,https://www.pricecharting.com/game/skylanders/stealth-elf-giants-legendary,0 
Stealth Elf - Giants Series 2,2.99,5.99,33731,https://www.pricecharting.com/game/skylanders/stealth-elf-giants-series-2,0 
Stealth Elf - SuperChargers Super Shot,.99,3.99,36040,https://www.pricecharting.com/game/skylanders/stealth-elf-superchargers-super-shot,1 
Stealth Elf - SuperChargers Super Shot Dark,1.99,2.99,36047,https://www.pricecharting.com/game/skylanders/stealth-elf-superchargers-super-shot-dark,0 
Stealth Elf - Swap Force Ninja,.99,2.99,34389,https://www.pricecharting.com/game/skylanders/stealth-elf-swap-force-ninja,1 
Stealth Elf - Swap Force Ninja Dark,1.99,8.99,34390,https://www.pricecharting.com/game/skylanders/stealth-elf-swap-force-ninja-dark,0 
Stealth Stinger - SuperChargers,2.99,2.99,36189,https://www.pricecharting.com/game/skylanders/stealth-stinger-superchargers,0 
Stealth Stinger - SuperChargers Nitro,1.99,5.99,36192,https://www.pricecharting.com/game/skylanders/stealth-stinger-superchargers-nitro,0 
Stink Bomb - Swap Force,4.99,4.99,34391,https://www.pricecharting.com/game/skylanders/stink-bomb-swap-force,0 
Stink Bomb - Swap Force Bronze Silver,104.99,109.99,34773,https://www.pricecharting.com/game/skylanders/stink-bomb-swap-force-bronze-silver,0 
Stormblade - SuperChargers,2.99,14.99,36054,https://www.pricecharting.com/game/skylanders/stormblade-superchargers,0 
Stump Smash,2.99,24.99,33733,https://www.pricecharting.com/game/skylanders/stump-smash,0 
Stump Smash - Flocked,24.99,34.99,33735,https://www.pricecharting.com/game/skylanders/stump-smash-flocked,0 
Stump Smash - Giants Series 2,.99,6.99,33734,https://www.pricecharting.com/game/skylanders/stump-smash-giants-series-2,0 
Stump Smash - Giants White Flocked Series 2,44.99,94.99,33800,https://www.pricecharting.com/game/skylanders/stump-smash-giants-white-flocked-series-2,0 
Sun Runner - SuperChargers Legendary,.99,5.99,36191,https://www.pricecharting.com/game/skylanders/sun-runner-superchargers-legendary,0 
Sunburn,4.99,11.99,33736,https://www.pricecharting.com/game/skylanders/sunburn,0 
Swarm - Giants,3.99,4.99,33767,https://www.pricecharting.com/game/skylanders/swarm-giants,0 
Terrabite - Sidekicks,1.99,5.99,33771,https://www.pricecharting.com/game/skylanders/terrabite-sidekicks,0 
Terrabite - Trap Team,2.99,8.99,35486,https://www.pricecharting.com/game/skylanders/terrabite-trap-team,0 
Terrafin,3.99,6.99,33737,https://www.pricecharting.com/game/skylanders/terrafin,0 
Terrafin - Eon's Elite,6.99,9.99,35907,https://www.pricecharting.com/game/skylanders/terrafin-eon's-elite,0 
Terrafin - Giants Series 2,1.99,3.99,33738,https://www.pricecharting.com/game/skylanders/terrafin-giants-series-2,0 
Terrafin - SuperChargers Shark Shooter,.99,4.99,36053,https://www.pricecharting.com/game/skylanders/terrafin-superchargers-shark-shooter,0 
Terrafin - Swap Force Knockout,.99,3.99,34392,https://www.pricecharting.com/game/skylanders/terrafin-swap-force-knockout,0 
Thorn Horn Camo - Swap Force,3.99,7.99,35903,https://www.pricecharting.com/game/skylanders/thorn-horn-camo-swap-force,0 
Thump Truck - SuperChargers,1.99,3.99,36345,https://www.pricecharting.com/game/skylanders/thump-truck-superchargers,0 
Thumpback - Giants,4.99,12.99,33768,https://www.pricecharting.com/game/skylanders/thumpback-giants,0 
Thumpin' Whumpa Islands Adventure Pack - Imaginators,8.99,15.99,55866,https://www.pricecharting.com/game/skylanders/thumpin'-whumpa-islands-adventure-pack-imaginators,0 
Thumpling - Sidekicks,6.99,12.99,34097,https://www.pricecharting.com/game/skylanders/thumpling-sidekicks,0 
Thumpling - Trap Team,4.99,5.99,35489,https://www.pricecharting.com/game/skylanders/thumpling-trap-team,0 
Thunderbolt - Trap Team Master,1.99,5.99,35889,https://www.pricecharting.com/game/skylanders/thunderbolt-trap-team-master,0 
Time Twister,1.99,2.99,53869,https://www.pricecharting.com/game/skylanders/time-twister,0 
Torch - Trap Team,2.99,4.99,35525,https://www.pricecharting.com/game/skylanders/torch-trap-team,0 
Tower of Time,4.99,10.99,54403,https://www.pricecharting.com/game/skylanders/tower-of-time,0 
Trail Blazer - Trap Team,7.99,9.99,35526,https://www.pricecharting.com/game/skylanders/trail-blazer-trap-team,0 
Trap Shadow - Swap Force,3.99,3.99,34393,https://www.pricecharting.com/game/skylanders/trap-shadow-swap-force,0 
Trap Shadow - Swap Force Bronze Silver,124.99,129.99,34772,https://www.pricecharting.com/game/skylanders/trap-shadow-swap-force-bronze-silver,0 
Tread Head - Trap Team,3.99,5.99,35527,https://www.pricecharting.com/game/skylanders/tread-head-trap-team,0 
Tree Rex - Giants,3.99,4.99,33769,https://www.pricecharting.com/game/skylanders/tree-rex-giants,1 
Tree Rex - Giants Gnarly,3.99,8.99,33770,https://www.pricecharting.com/game/skylanders/tree-rex-giants-gnarly,0 
Trigger Happy,5.99,9.99,33739,https://www.pricecharting.com/game/skylanders/trigger-happy,1 
Trigger Happy - E3 2011,4.99,8.99,33885,https://www.pricecharting.com/game/skylanders/trigger-happy-e3-2011,0 
Trigger Happy - Eon's Elite,7.99,14.99,35909,https://www.pricecharting.com/game/skylanders/trigger-happy-eon's-elite,0 
Trigger Happy - Giants Series 2,1.99,5.99,33740,https://www.pricecharting.com/game/skylanders/trigger-happy-giants-series-2,0 
Trigger Happy - Legendary,.99,3.99,33741,https://www.pricecharting.com/game/skylanders/trigger-happy-legendary,0 
Trigger Happy - Swap Force Big Bang,.99,4.99,34394,https://www.pricecharting.com/game/skylanders/trigger-happy-swap-force-big-bang,0 
Trigger Happy - Swap Force Flocked,114.99,179.99,42407,https://www.pricecharting.com/game/skylanders/trigger-happy-swap-force-flocked,0 
Trigger Happy - Swap Force Spring Time,.99,9.99,34395,https://www.pricecharting.com/game/skylanders/trigger-happy-swap-force-spring-time,0 
Trigger Snappy - Sidekicks,1.99,5.99,33772,https://www.pricecharting.com/game/skylanders/trigger-snappy-sidekicks,0 
Trigger Snappy - Trap Team,2.99,5.99,35485,https://www.pricecharting.com/game/skylanders/trigger-snappy-trap-team,0 
Tuff Luck - Trap Team,5.99,10.99,35505,https://www.pricecharting.com/game/skylanders/tuff-luck-trap-team,0 
Tuff Luck - Trap Team Clear,29.99,39.99,35537,https://www.pricecharting.com/game/skylanders/tuff-luck-trap-team-clear,0 
Voodood,2.99,4.99,33742,https://www.pricecharting.com/game/skylanders/voodood,0 
Wallop - Trap Team,7.99,8.99,35506,https://www.pricecharting.com/game/skylanders/wallop-trap-team,0 
Warnado,2.99,4.99,33743,https://www.pricecharting.com/game/skylanders/warnado,0 
Warnado - Glow in the Dark,84.99,124.99,33744,https://www.pricecharting.com/game/skylanders/warnado-glow-in-the-dark,0 
Warnado - Swap Force Lightcore,.99,3.99,34403,https://www.pricecharting.com/game/skylanders/warnado-swap-force-lightcore,0 
Wash Buckler - Swap Force,2.99,3.99,34396,https://www.pricecharting.com/game/skylanders/wash-buckler-swap-force,1 
Wash Buckler - Swap Force Color Shift,10.99,13.99,34627,https://www.pricecharting.com/game/skylanders/wash-buckler-swap-force-color-shift,0 
Wash Buckler - Swap Force Dark,2.99,8.99,34397,https://www.pricecharting.com/game/skylanders/wash-buckler-swap-force-dark,0 
Weeruptor - SuperChargers Eggsellent,4.99,5.99,36352,https://www.pricecharting.com/game/skylanders/weeruptor-superchargers-eggsellent,0 
Weeruptor - Trap Team,8.99,8.99,35501,https://www.pricecharting.com/game/skylanders/weeruptor-trap-team,0 
Wham-Shell,6.99,11.99,33745,https://www.pricecharting.com/game/skylanders/wham-shell,0 
Wham-Shell - Clear,64.99,129.99,33782,https://www.pricecharting.com/game/skylanders/wham-shell-clear,0 
Wham-Shell - Swap Force Lightcore,.99,2.99,34398,https://www.pricecharting.com/game/skylanders/wham-shell-swap-force-lightcore,0 
Whirlwind,4.99,11.99,33746,https://www.pricecharting.com/game/skylanders/whirlwind,0 
Whirlwind - Eon's Elite,7.99,10.99,35912,https://www.pricecharting.com/game/skylanders/whirlwind-eon's-elite,0 
Whirlwind - Giants Polar Series 2,5.99,4.99,33907,https://www.pricecharting.com/game/skylanders/whirlwind-giants-polar-series-2,0 
Whirlwind - Giants Series 2,1.99,2.99,33748,https://www.pricecharting.com/game/skylanders/whirlwind-giants-series-2,0 
Whirlwind - Giants Series 2 Stone,74.99,154.99,33749,https://www.pricecharting.com/game/skylanders/whirlwind-giants-series-2-stone,0 
Whirlwind - Swap Force Horn Blast,1.99,6.99,34399,https://www.pricecharting.com/game/skylanders/whirlwind-swap-force-horn-blast,0 
Whisper Elf - Sidekicks,8.99,9.99,33773,https://www.pricecharting.com/game/skylanders/whisper-elf-sidekicks,0 
Wildfire - Trap Team Dark,7.99,14.99,35532,https://www.pricecharting.com/game/skylanders/wildfire-trap-team-dark,0 
Wildfire - Trap Team Master,7.99,11.99,35893,https://www.pricecharting.com/game/skylanders/wildfire-trap-team-master,0 
Wind Up - Swap Force,1.99,9.99,34400,https://www.pricecharting.com/game/skylanders/wind-up-swap-force,0 
Wrecking Ball,2.99,13.99,33750,https://www.pricecharting.com/game/skylanders/wrecking-ball,0 
Wrecking Ball - Giants Purple Metallic,54.99,74.99,34253,https://www.pricecharting.com/game/skylanders/wrecking-ball-giants-purple-metallic,0 
Wrecking Ball - Giants Series 2,1.99,8.99,33751,https://www.pricecharting.com/game/skylanders/wrecking-ball-giants-series-2,0 
Wrecking Ball - Glow in the Dark,64.99,129.99,33752,https://www.pricecharting.com/game/skylanders/wrecking-ball-glow-in-the-dark,0 
Zap,3.99,14.99,33754,https://www.pricecharting.com/game/skylanders/zap,0 
Zap - Giants Series 2,.99,12.99,33755,https://www.pricecharting.com/game/skylanders/zap-giants-series-2,0 
Zap - Glow in the Dark,119.99,154.99,33753,https://www.pricecharting.com/game/skylanders/zap-glow-in-the-dark,0 
Zoo Lou - Swap Force,2.99,3.99,34401,https://www.pricecharting.com/game/skylanders/zoo-lou-swap-force,0 
ulcf6 Zoo Lou - Swap Force Legendary,1.99,2.99,34402,https://www.pricecharting.com/game/skylanders/zoo-lou-swap-force-legendary,0 
Zook,3.99,6.99,33757,https://www.pricecharting.com/game/skylanders/zook,0 
Zook - Giants Series 2,.99,2.99,33758,https://www.pricecharting.com/game/skylanders/zook-giants-series-2,0 
Zook - Giants Stone Series 2,54.99,109.99,33759,https://www.pricecharting.com/game/skylanders/zook-giants-stone-series-2,0 
