Dragon Quest Builders,39.99,54.99,104.99,045496591892,45121,https://www.pricecharting.com/game/nintendo-switch/dragon-quest-builders 
Dragon Quest Builders 2,24.99,29.99,34.99,045496593889,61902,https://www.pricecharting.com/game/nintendo-switch/dragon-quest-builders-2 
Dragon Quest XI S: Echoes of an Elusive Age Definitive Edition,34.99,39.99,44.99,045496594381,63930,https://www.pricecharting.com/game/nintendo-switch/dragon-quest-xi-s-echoes-of-an-elusive-age-definitive-edition 
Dragon Star Varnir,ND,ND,ND,819245020748,2514117,https://www.pricecharting.com/game/nintendo-switch/dragon-star-varnir 
Dragon's Dogma: Dark Arisen,15.99,16.99,19.99,013388410125013388916085,58274,https://www.pricecharting.com/game/nintendo-switch/dragon's-dogma-dark-arisen 
Dragon's Lair Trilogy,54.99,64.99,84.99,819976021793,63263,https://www.pricecharting.com/game/nintendo-switch/dragon's-lair-trilogy 
Dragon's Lair Trilogy Classic Edition,119.99,144.99,184.99,,63273,https://www.pricecharting.com/game/nintendo-switch/dragon's-lair-trilogy-classic-edition 
Dragons: Dawn of New Riders,8.99,10.99,13.99,819338020617,54474,https://www.pricecharting.com/game/nintendo-switch/dragons-dawn-of-new-riders 
Duck Game,39.99,44.99,59.99,819976023063,67420,https://www.pricecharting.com/game/nintendo-switch/duck-game 
Duck Game Deluxe Edition,34.99,44.99,64.99,,67422,https://www.pricecharting.com/game/nintendo-switch/duck-game-deluxe-edition 
Dungeon of The Endless,14.99,19.99,24.99,819335020603,81199,https://www.pricecharting.com/game/nintendo-switch/dungeon-of-the-endless 
Dungreed,24.99,29.99,44.99,852961008270,170162,https://www.pricecharting.com/game/nintendo-switch/dungreed 
Dusk Diver,ND,ND,ND,814737020886,2932815,https://www.pricecharting.com/game/nintendo-switch/dusk-diver 
Dusk Diver Day One Edition,54.99,64.99,74.99,814737021005,68997,https://www.pricecharting.com/game/nintendo-switch/dusk-diver-day-one-edition 
Dust: An Elysian Tail,79.99,94.99,114.99,819976021380,55819,https://www.pricecharting.com/game/nintendo-switch/dust-an-elysian-tail 
Dust: An Elysian Tail Collector's Edition,119.99,134.99,179.99,,58153,https://www.pricecharting.com/game/nintendo-switch/dust-an-elysian-tail-collector's-edition 
Dying Light: Platinum Edition,ND,ND,ND,662248925745,2585859,https://www.pricecharting.com/game/nintendo-switch/dying-light-platinum-edition 
Dying Light: Platinum Edition Gamestop,ND,ND,ND,,2931925,https://www.pricecharting.com/game/nintendo-switch/dying-light-platinum-edition-gamestop 
Earthlock Collector'92s Edition,119.99,134.99,179.99,604565177995,957293,https://www.pricecharting.com/game/nintendo-switch/earthlock-collector%E2%80%99s-edition 
Elder Scrolls V: Skyrim,34.99,34.99,39.99,045496591663045496591670,40521,https://www.pricecharting.com/game/nintendo-switch/elder-scrolls-v-skyrim 
Elliot Quest,24.99,29.99,39.99,852961008225,170189,https://www.pricecharting.com/game/nintendo-switch/elliot-quest 
Embr: Uber Firefighters,ND,ND,ND,812303016295,2513867,https://www.pricecharting.com/game/nintendo-switch/embr-uber-firefighters 
Empire of Angels IV Limited Edition,ND,ND,ND,,2350080,https://www.pricecharting.com/game/nintendo-switch/empire-of-angels-iv-limited-edition 
Empire of Sin,16.99,19.99,29.99,816819017593,403823,https://www.pricecharting.com/game/nintendo-switch/empire-of-sin 
Enhanced Wired Controller Metroid Dread Edition,ND,ND,ND,617885028724,2741047,https://www.pricecharting.com/game/nintendo-switch/enhanced-wired-controller-metroid-dread-edition 
Enter the Gungeon,19.99,24.99,29.99,812303012716860024002295,62488,https://www.pricecharting.com/game/nintendo-switch/enter-the-gungeon 
Enter the Gungeon Limited Edition,29.99,64.99,89.99,,65512,https://www.pricecharting.com/game/nintendo-switch/enter-the-gungeon-limited-edition 
Escape Game Fort Boyard,11.99,13.99,16.99,850340008811,593887,https://www.pricecharting.com/game/nintendo-switch/escape-game-fort-boyard 
Etherborn iam8bit Edition,ND,ND,ND,850021640422,2529301,https://www.pricecharting.com/game/nintendo-switch/etherborn-iam8bit-edition 
Ever Forward,ND,ND,ND,897790002570,2121626,https://www.pricecharting.com/game/nintendo-switch/ever-forward 
Everspace Stellar Edition,12.99,13.99,16.99,850007037062,65620,https://www.pricecharting.com/game/nintendo-switch/everspace-stellar-edition 
FIFA 18,9.99,10.99,15.99,014633738230,39925,https://www.pricecharting.com/game/nintendo-switch/fifa-18 
FIFA 19,8.99,12.99,16.99,014633738292,50746,https://www.pricecharting.com/game/nintendo-switch/fifa-19 
FIFA 19 Champions Edition,13.99,19.99,29.99,014633740080,50747,https://www.pricecharting.com/game/nintendo-switch/fifa-19-champions-edition 
FIFA 20,12.99,14.99,19.99,014633740998,63933,https://www.pricecharting.com/game/nintendo-switch/fifa-20 
FIFA 21,15.99,19.99,19.99,014633376258,161190,https://www.pricecharting.com/game/nintendo-switch/fifa-21 
FIFA 22,ND,ND,ND,014633378467,2594463,https://www.pricecharting.com/game/nintendo-switch/fifa-22 
FUSHION Arcade Stick Wireless Controller,ND,ND,ND,,1665382,https://www.pricecharting.com/game/nintendo-switch/fushion-arcade-stick-wireless-controller 
Fairy Fencer F: Advent Dark Force,54.99,59.99,94.99,819976023087,65514,https://www.pricecharting.com/game/nintendo-switch/fairy-fencer-f-advent-dark-force 
Fairy Tail,44.99,69.99,89.99,040198003216,105333,https://www.pricecharting.com/game/nintendo-switch/fairy-tail 
Fallen Legion Revenants,19.99,29.99,34.99,810023036081,1321539,https://www.pricecharting.com/game/nintendo-switch/fallen-legion-revenants 
Fallen Legion Revenants Exemplary Edition,39.99,44.99,74.99,,1341438,https://www.pricecharting.com/game/nintendo-switch/fallen-legion-revenants-exemplary-edition 
Fallen Legion: Rise to Glory,29.99,34.99,49.99,810023030553,46972,https://www.pricecharting.com/game/nintendo-switch/fallen-legion-rise-to-glory 
Fallen Legion: Rise to Glory Limited Edition,44.99,54.99,74.99,,46973,https://www.pricecharting.com/game/nintendo-switch/fallen-legion-rise-to-glory-limited-edition 
Family Feud,11.99,11.99,14.99,887256110734,376526,https://www.pricecharting.com/game/nintendo-switch/family-feud 
Fantasy Friends,ND,ND,ND,819335020832,2121760,https://www.pricecharting.com/game/nintendo-switch/fantasy-friends 
Fantasy Friends: Under the Sea,ND,ND,ND,819335021136,2392956,https://www.pricecharting.com/game/nintendo-switch/fantasy-friends-under-the-sea 
Farm Expert 2019,13.99,14.99,19.99,850007037079,68948,https://www.pricecharting.com/game/nintendo-switch/farm-expert-2019 
Farming Simulator,29.99,39.99,44.99,854952003783854952003790,40448,https://www.pricecharting.com/game/nintendo-switch/farming-simulator 
Farming Simulator & Hunting Simulator Bundle,12.99,14.99,19.99,,53774,https://www.pricecharting.com/game/nintendo-switch/farming-simulator-&-hunting-simulator-bundle 
Farming Simulator 20,19.99,19.99,29.99,859529007508,66879,https://www.pricecharting.com/game/nintendo-switch/farming-simulator-20 
Fast & Furious: Spy Racers - Rise of Sh1ft3r,ND,ND,ND,819338021607,2762722,https://www.pricecharting.com/game/nintendo-switch/fast-&-furious-spy-racers-rise-of-sh1ft3r 
Fatal Frame: Maiden of Black Water,ND,ND,ND,,2945521,https://www.pricecharting.com/game/nintendo-switch/fatal-frame-maiden-of-black-water 
Fate/Extella Link,19.99,19.99,39.99,859716006284,57977,https://www.pricecharting.com/game/nintendo-switch/fateextella-link 
Fate/Extella Link Fleeting Glory Edition,34.99,44.99,54.99,859716006291,57978,https://www.pricecharting.com/game/nintendo-switch/fateextella-link-fleeting-glory-edition 
Fate/Extella: The Umbral Star,29.99,39.99,49.99,859716006123,38060,https://www.pricecharting.com/game/nintendo-switch/fateextella-the-umbral-star 
Fault: Milestone One,24.99,24.99,29.99,819976024510,352979,https://www.pricecharting.com/game/nintendo-switch/fault-milestone-one 
Fault: Milestone One Collector's Edition,ND,ND,ND,,2254216,https://www.pricecharting.com/game/nintendo-switch/fault-milestone-one-collector's-edition 
Fight'N Rage,ND,ND,ND,819976025142,2156368,https://www.pricecharting.com/game/nintendo-switch/fight'n-rage 
Final Fantasy IX,34.99,34.99,44.99,794712144212,596257,https://www.pricecharting.com/game/nintendo-switch/final-fantasy-ix 
Final Fantasy VII & VIII Remastered Twin Pack,34.99,39.99,44.99,,66791,https://www.pricecharting.com/game/nintendo-switch/final-fantasy-vii-&-viii-remastered-twin-pack 
Final Fantasy X X-2 HD Remaster,14.99,16.99,24.99,662248922102662248922119,58190,https://www.pricecharting.com/game/nintendo-switch/final-fantasy-x-x-2-hd-remaster 
Final Fantasy XII: The Zodiac Age,15.99,15.99,19.99,662248922034,58296,https://www.pricecharting.com/game/nintendo-switch/final-fantasy-xii-the-zodiac-age 
Finding Teddy II,39.99,44.99,54.99,,72383,https://www.pricecharting.com/game/nintendo-switch/finding-teddy-ii 
Fire Emblem Warriors,15.99,16.99,19.99,045496591632045496591649,40318,https://www.pricecharting.com/game/nintendo-switch/fire-emblem-warriors 
Fire Emblem Warriors Special Edition,39.99,39.99,79.99,045496744755,40319,https://www.pricecharting.com/game/nintendo-switch/fire-emblem-warriors-special-edition 
Fire Emblem 30th Anniversary Edition,34.99,59.99,79.99,045496597139,416325,https://www.pricecharting.com/game/nintendo-switch/fire-emblem-30th-anniversary-edition 
Fire Emblem: Three Houses,29.99,34.99,39.99,045496593858045496593865,62384,https://www.pricecharting.com/game/nintendo-switch/fire-emblem-three-houses 
Fire Emblem: Three Houses Seasons of Warfare Edition,144.99,159.99,184.99,045496596477,62383,https://www.pricecharting.com/game/nintendo-switch/fire-emblem-three-houses-seasons-of-warfare-edition 
Fishing Star World Tour,16.99,19.99,29.99,853736006743,68862,https://www.pricecharting.com/game/nintendo-switch/fishing-star-world-tour 
Fitness Boxing,24.99,39.99,49.99,045496594367,54472,https://www.pricecharting.com/game/nintendo-switch/fitness-boxing 
Fitness Boxing 2: Rhythm and Exercise,29.99,39.99,44.99,045496597078,404952,https://www.pricecharting.com/game/nintendo-switch/fitness-boxing-2-rhythm-and-exercise 
Five Nights at Freddy's Core Collection,19.99,19.99,29.99,814290016746,997707,https://www.pricecharting.com/game/nintendo-switch/five-nights-at-freddy's-core-collection 
Five Nights at Freddy's: Help Wanted,15.99,16.99,19.99,814290016760,601421,https://www.pricecharting.com/game/nintendo-switch/five-nights-at-freddy's-help-wanted 
Flashback,9.99,10.99,13.99,850340008088,51998,https://www.pricecharting.com/game/nintendo-switch/flashback 
Flashback 25th Anniversary Collector's Edition,19.99,24.99,29.99,,58590,https://www.pricecharting.com/game/nintendo-switch/flashback-25th-anniversary-collector's-edition 
Flinthook,39.99,49.99,59.99,819976020925,50099,https://www.pricecharting.com/game/nintendo-switch/flinthook 
Flipping Death,12.99,29.99,34.99,887195000455,52158,https://www.pricecharting.com/game/nintendo-switch/flipping-death 
For the King,17.99,19.99,29.99,819335020351,58555,https://www.pricecharting.com/game/nintendo-switch/for-the-king 
Forager,14.99,19.99,24.99,812303013089,65524,https://www.pricecharting.com/game/nintendo-switch/forager 
Foreclosed,ND,ND,ND,819335020924,2070604,https://www.pricecharting.com/game/nintendo-switch/foreclosed 
Forgotton Anne,49.99,59.99,64.99,819976023742,71950,https://www.pricecharting.com/game/nintendo-switch/forgotton-anne 
Forgotton Anne Collector's Edition,184.99,214.99,274.99,,353007,https://www.pricecharting.com/game/nintendo-switch/forgotton-anne-collector's-edition 
Fortnite Joy Cons Fleet Force Bundle,ND,ND,ND,045496882747,2250756,https://www.pricecharting.com/game/nintendo-switch/fortnite-joy-cons-fleet-force-bundle 
Fortnite Darkfire Bundle,24.99,24.99,44.99,883929694372,85202,https://www.pricecharting.com/game/nintendo-switch/fortnite-darkfire-bundle 
Fortnite: Deep Freeze,54.99,54.99,94.99,883929662616,53729,https://www.pricecharting.com/game/nintendo-switch/fortnite-deep-freeze 
Fortnite: The Last Laugh Bundle,ND,ND,ND,883929725434,1824906,https://www.pricecharting.com/game/nintendo-switch/fortnite-the-last-laugh-bundle 
Freedom Planet,34.99,39.99,54.99,819976022578,65187,https://www.pricecharting.com/game/nintendo-switch/freedom-planet 
Freedom Planet Deluxe Edition,54.99,79.99,84.99,,67443,https://www.pricecharting.com/game/nintendo-switch/freedom-planet-deluxe-edition 
Friday the 13th Ultimate Slayer Edition,15.99,19.99,24.99,860000790703860000790710,62993,https://www.pricecharting.com/game/nintendo-switch/friday-the-13th-ultimate-slayer-edition 
Fruit Fall Crush,11.99,13.99,14.99,813598020158,62490,https://www.pricecharting.com/game/nintendo-switch/fruit-fall-crush 
Fuchsia Fantasy Wired Controller,ND,ND,ND,,1665368,https://www.pricecharting.com/game/nintendo-switch/fuchsia-fantasy-wired-controller 
Fun Fun Animal Park,17.99,19.99,24.99,853736006712,61876,https://www.pricecharting.com/game/nintendo-switch/fun-fun-animal-park 
Furi,74.99,89.99,119.99,819976021359,53953,https://www.pricecharting.com/game/nintendo-switch/furi 
Furi Collector's Edition,114.99,134.99,239.99,,58135,https://www.pricecharting.com/game/nintendo-switch/furi-collector's-edition 
G-Darius HD,ND,ND,ND,850010758329,2512344,https://www.pricecharting.com/game/nintendo-switch/g-darius-hd 
G.I. Joe: Operation Blackout,9.99,10.99,12.99,856131008176,161650,https://www.pricecharting.com/game/nintendo-switch/gi-joe-operation-blackout 
G.I. Joe: Operation Blackout Gold Edition,ND,ND,ND,,2378155,https://www.pricecharting.com/game/nintendo-switch/gi-joe-operation-blackout-gold-edition 
GALAK-Z The Void & Skulls of the Shogun Bone-A-Fide Edition Platinum Pack,8.99,12.99,16.99,814290015534,69452,https://www.pricecharting.com/game/nintendo-switch/galak-z-the-void-&-skulls-of-the-shogun-bone-a-fide-edition-platinum-pack 
Gal Metal World Tour Edition,13.99,15.99,19.99,859716006208,52709,https://www.pricecharting.com/game/nintendo-switch/gal-metal-world-tour-edition 
GalGun 2,24.99,29.99,29.99,814737020374,46419,https://www.pricecharting.com/game/nintendo-switch/galgun-2 
GalGun 2 Free Hugs Edition,229.99,284.99,324.99,,47054,https://www.pricecharting.com/game/nintendo-switch/galgun-2-free-hugs-edition 
GalGun Returns,29.99,34.99,44.99,814737021395,1318998,https://www.pricecharting.com/game/nintendo-switch/galgun-returns 
GalGun Returns Birthday Suit Edition,94.99,94.99,184.99,,1317362,https://www.pricecharting.com/game/nintendo-switch/galgun-returns-birthday-suit-edition 
Game Builder Garage,ND,ND,ND,045496597658045496597665,2164928,https://www.pricecharting.com/game/nintendo-switch/game-builder-garage 
GameCube Controller Adapter,19.99,24.99,34.99,045496594206,70636,https://www.pricecharting.com/game/nintendo-switch/gamecube-controller-adapter 
GameCube Style Wireless Controller,ND,ND,ND,,2193687,https://www.pricecharting.com/game/nintendo-switch/gamecube-style-wireless-controller 
GameCube Style: 3 Pack Wireless Controllers,ND,ND,ND,,1665389,https://www.pricecharting.com/game/nintendo-switch/gamecube-style-3-pack-wireless-controllers 
Gamecube Controller Super Smash Bros Ultimate Edition,34.99,39.99,54.99,045496594213,1072397,https://www.pricecharting.com/game/nintendo-switch/gamecube-controller-super-smash-bros-ultimate-edition 
Gang Beasts,ND,ND,ND,811949033659,2987486,https://www.pricecharting.com/game/nintendo-switch/gang-beasts 
Garfield Kart: Furious Racing,16.99,19.99,19.99,850340008675,68560,https://www.pricecharting.com/game/nintendo-switch/garfield-kart-furious-racing 
Gas Guzzlers Extreme,ND,ND,ND,,2708636,https://www.pricecharting.com/game/nintendo-switch/gas-guzzlers-extreme 
Gear Club Unlimited,10.99,13.99,19.99,850340008002,42372,https://www.pricecharting.com/game/nintendo-switch/gear-club-unlimited 
Gear Club Unlimited 2,10.99,13.99,16.99,850340008200,53839,https://www.pricecharting.com/game/nintendo-switch/gear-club-unlimited-2 
Gear Club Unlimited 2 Porsche Edition,ND,ND,ND,850340008705,2253087,https://www.pricecharting.com/game/nintendo-switch/gear-club-unlimited-2-porsche-edition 
Gear Club Unlimited 2 Tracks Edition,ND,ND,ND,,2531631,https://www.pricecharting.com/game/nintendo-switch/gear-club-unlimited-2-tracks-edition 
Gear Shifters,ND,ND,ND,,2830499,https://www.pricecharting.com/game/nintendo-switch/gear-shifters 
Geminose: Animal Popstars,ND,ND,ND,812303015632,2073060,https://www.pricecharting.com/game/nintendo-switch/geminose-animal-popstars 
Georifters,ND,ND,ND,,1431241,https://www.pricecharting.com/game/nintendo-switch/georifters 
Ghost 1.0 + Unepic Collection,54.99,59.99,64.99,,67458,https://www.pricecharting.com/game/nintendo-switch/ghost-10-+-unepic-collection 
Ghost 1.0 + Unepic Collection Limited Edition,44.99,49.99,94.99,,69295,https://www.pricecharting.com/game/nintendo-switch/ghost-10-+-unepic-collection-limited-edition 
Ghost Blade HD,49.99,54.99,79.99,,66773,https://www.pricecharting.com/game/nintendo-switch/ghost-blade-hd 
Ghost Blade HD Limited Edition,79.99,89.99,124.99,080101010771,67830,https://www.pricecharting.com/game/nintendo-switch/ghost-blade-hd-limited-edition 
Ghost Parade,13.99,14.99,19.99,853736006705,65536,https://www.pricecharting.com/game/nintendo-switch/ghost-parade 
Ghostbusters: The Video Game Remastered,19.99,24.99,29.99,710535220209710535220216,65043,https://www.pricecharting.com/game/nintendo-switch/ghostbusters-the-video-game-remastered 
Ghostrunner,ND,ND,ND,812872017273,2076408,https://www.pricecharting.com/game/nintendo-switch/ghostrunner 
Giana Sisters: Twisted Dreams,8.99,12.99,15.99,811994021656,58010,https://www.pricecharting.com/game/nintendo-switch/giana-sisters-twisted-dreams 
Giga Wrecker ALT,24.99,24.99,29.99,819976022271,61458,https://www.pricecharting.com/game/nintendo-switch/giga-wrecker-alt 
Giga Wrecker ALT Collector's Edition,39.99,49.99,64.99,,63967,https://www.pricecharting.com/game/nintendo-switch/giga-wrecker-alt-collector's-edition 
Gigantic Army,29.99,34.99,44.99,800265939790,68677,https://www.pricecharting.com/game/nintendo-switch/gigantic-army 
Gigantosaurus: The Game,12.99,14.99,19.99,819338020884,71961,https://www.pricecharting.com/game/nintendo-switch/gigantosaurus-the-game 
Giraffe and Annika Musical Mayhem Edition,34.99,39.99,44.99,810023035848,152448,https://www.pricecharting.com/game/nintendo-switch/giraffe-and-annika-musical-mayhem-edition 
Go Vacation,34.99,39.99,54.99,045496593827,47102,https://www.pricecharting.com/game/nintendo-switch/go-vacation 
God Eater 3,17.99,19.99,24.99,722674840095,62316,https://www.pricecharting.com/game/nintendo-switch/god-eater-3 
God Wars: The Complete Legend,24.99,29.99,34.99,810023031277,50143,https://www.pricecharting.com/game/nintendo-switch/god-wars-the-complete-legend 
God Wars: The Complete Legend Limited Edition,54.99,64.99,84.99,,52009,https://www.pricecharting.com/game/nintendo-switch/god-wars-the-complete-legend-limited-edition 
Gold Rider Wireless Controller,ND,ND,ND,,1665352,https://www.pricecharting.com/game/nintendo-switch/gold-rider-wireless-controller 
Golden Force,ND,ND,ND,789993810352,2290866,https://www.pricecharting.com/game/nintendo-switch/golden-force 
Golden Force Limited Edition,ND,ND,ND,789993810475,2265604,https://www.pricecharting.com/game/nintendo-switch/golden-force-limited-edition 
Golden M Wired Controller,ND,ND,ND,,1665387,https://www.pricecharting.com/game/nintendo-switch/golden-m-wired-controller 
Golf Story,49.99,59.99,84.99,819976021397,53817,https://www.pricecharting.com/game/nintendo-switch/golf-story 
Golf Story Pro Bundle,-.01,-.01,-.01,,55741,https://www.pricecharting.com/game/nintendo-switch/golf-story-pro-bundle 
Golf Story Winner's Edition,104.99,124.99,159.99,,55714,https://www.pricecharting.com/game/nintendo-switch/golf-story-winner's-edition 
Gone Home,24.99,29.99,39.99,850971008266,61881,https://www.pricecharting.com/game/nintendo-switch/gone-home 
Goosebumps The Game,12.99,14.99,19.99,856131008022856131008299,52134,https://www.pricecharting.com/game/nintendo-switch/goosebumps-the-game 
Goosebumps: Dead of Night,14.99,15.99,19.99,860004098607,715582,https://www.pricecharting.com/game/nintendo-switch/goosebumps-dead-of-night 
Gorogoa,39.99,49.99,59.99,850971008464,70432,https://www.pricecharting.com/game/nintendo-switch/gorogoa 
Grand Theft Auto: The Trilogy Definitive Edition,ND,ND,ND,045496597535,2782509,https://www.pricecharting.com/game/nintendo-switch/grand-theft-auto-the-trilogy-definitive-edition 
Grandia HD Collection,74.99,94.99,114.99,819976024350,643940,https://www.pricecharting.com/game/nintendo-switch/grandia-hd-collection 
Greak: Memories of Azur,ND,ND,ND,812303015984,2290636,https://www.pricecharting.com/game/nintendo-switch/greak-memories-of-azur 
Grindstone,ND,ND,ND,850021640293,2077138,https://www.pricecharting.com/game/nintendo-switch/grindstone 
Grindstone iam8bit,ND,ND,ND,850021640262,2262516,https://www.pricecharting.com/game/nintendo-switch/grindstone-iam8bit 
Grip: Combat Racing,11.99,13.99,16.99,810810030025,53693,https://www.pricecharting.com/game/nintendo-switch/grip-combat-racing 
Grip: Combat Racing Collector's Edition,119.99,144.99,169.99,,91044,https://www.pricecharting.com/game/nintendo-switch/grip-combat-racing-collector's-edition 
Grip: Combat Racing Ultimate Edition,10.99,11.99,14.99,810810030377,91078,https://www.pricecharting.com/game/nintendo-switch/grip-combat-racing-ultimate-edition 
Gris,39.99,59.99,69.99,812303016318,66669,https://www.pricecharting.com/game/nintendo-switch/gris 
Gris Artbook Bundle,309.99,359.99,399.99,,67250,https://www.pricecharting.com/game/nintendo-switch/gris-artbook-bundle 
Gris Limited Edition,99.99,109.99,154.99,,1299642,https://www.pricecharting.com/game/nintendo-switch/gris-limited-edition 
Gris Limited Run,ND,ND,ND,,2513658,https://www.pricecharting.com/game/nintendo-switch/gris-limited-run 
Gris Signature Edition,519.99,594.99,1584.99,,68661,https://www.pricecharting.com/game/nintendo-switch/gris-signature-edition 
Gris Slipcover,59.99,69.99,89.99,,1299660,https://www.pricecharting.com/game/nintendo-switch/gris-slipcover 
Guacamelee: One-Two Punch Collection,24.99,29.99,39.99,860779002625,62484,https://www.pricecharting.com/game/nintendo-switch/guacamelee-one-two-punch-collection 
Guilty Gear 20th Anniversary Pack,29.99,34.99,54.99,,72259,https://www.pricecharting.com/game/nintendo-switch/guilty-gear-20th-anniversary-pack 
Gun Gun Pixies,39.99,44.99,54.99,814737020657,65069,https://www.pricecharting.com/game/nintendo-switch/gun-gun-pixies 
Gun Gun Pixies Day One Edition,ND,ND,ND,,1656530,https://www.pricecharting.com/game/nintendo-switch/gun-gun-pixies-day-one-edition 
Gunlord X,ND,ND,ND,,2038940,https://www.pricecharting.com/game/nintendo-switch/gunlord-x 
Guns of Mercy,ND,ND,ND,,2284176,https://www.pricecharting.com/game/nintendo-switch/guns-of-mercy 
Gunvolt Chronicles Luminous Avenger IX,39.99,49.99,59.99,819976023032,65469,https://www.pricecharting.com/game/nintendo-switch/gunvolt-chronicles-luminous-avenger-ix 
Gunvolt Chronicles Luminous Avenger IX Collector's Edition,39.99,44.99,94.99,,67449,https://www.pricecharting.com/game/nintendo-switch/gunvolt-chronicles-luminous-avenger-ix-collector's-edition 
HORI Wired Internet LAN Adapter,ND,ND,ND,873124006063,2996379,https://www.pricecharting.com/game/nintendo-switch/hori-wired-internet-lan-adapter 
Hades,ND,ND,ND,045496597634,1673385,https://www.pricecharting.com/game/nintendo-switch/hades 
Happy Birthdays,29.99,34.99,44.99,810023031109,46957,https://www.pricecharting.com/game/nintendo-switch/happy-birthdays 
Harvest Moon Light of Hope,11.99,14.99,15.99,719593180029,46484,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-light-of-hope 
Harvest Moon Light of Hope Limited Edition,16.99,19.99,89.99,,46945,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-light-of-hope-limited-edition 
Harvest Moon Light of Hope Special Edition Complete,19.99,24.99,29.99,719593180036,61904,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-light-of-hope-special-edition-complete 
Harvest Moon One World Collector's Edition,ND,ND,ND,,1724943,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-one-world-collector's-edition 
Harvest Moon: Mad Dash,7.99,12.99,16.99,719593180050,66540,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-mad-dash 
Harvest Moon: One World,ND,ND,ND,719593180067,1450373,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-one-world 
Harvest Moon: One World Limited Edition,ND,ND,ND,,1563590,https://www.pricecharting.com/game/nintendo-switch/harvest-moon-one-world-limited-edition 
Has-Been Heroes,8.99,8.99,12.99,653341127419,37365,https://www.pricecharting.com/game/nintendo-switch/has-been-heroes 
Hasbro Game Night,10.99,11.99,13.99,887256037444887256037451,52707,https://www.pricecharting.com/game/nintendo-switch/hasbro-game-night 
Heave Ho,ND,ND,ND,,2255237,https://www.pricecharting.com/game/nintendo-switch/heave-ho 
Heave Ho Special Reserve,ND,ND,ND,,2290759,https://www.pricecharting.com/game/nintendo-switch/heave-ho-special-reserve 
Hell warders,6.99,11.99,19.99,814737020725,72083,https://www.pricecharting.com/game/nintendo-switch/hell-warders 
Hellmut: Badass from Hell,11.99,12.99,19.99,850007037116,66938,https://www.pricecharting.com/game/nintendo-switch/hellmut-badass-from-hell 
Hello Kitty Kruisers,17.99,24.99,29.99,887195000448,46428,https://www.pricecharting.com/game/nintendo-switch/hello-kitty-kruisers 
Hello Neighbor,10.99,12.99,13.99,850942007472,47106,https://www.pricecharting.com/game/nintendo-switch/hello-neighbor 
Hello Neighbor Hide & Seek,12.99,14.99,19.99,850942007656,53862,https://www.pricecharting.com/game/nintendo-switch/hello-neighbor-hide-&-seek 
Hellpoint,ND,ND,ND,819335020825,1450420,https://www.pricecharting.com/game/nintendo-switch/hellpoint 
Hero Must Die. Again,ND,ND,ND,819976025470,2313318,https://www.pricecharting.com/game/nintendo-switch/hero-must-die-again 
Heroland Knowble Edition,14.99,16.99,19.99,859716006345,67445,https://www.pricecharting.com/game/nintendo-switch/heroland-knowble-edition 
Hidden Objects Collection,16.99,19.99,24.99,850017102125,352980,https://www.pricecharting.com/game/nintendo-switch/hidden-objects-collection 
Hoa,ND,ND,ND,897790002631,2255153,https://www.pricecharting.com/game/nintendo-switch/hoa 
Hollow Knight,24.99,34.99,39.99,850055007642,58604,https://www.pricecharting.com/game/nintendo-switch/hollow-knight 
Hollow Knight Collector's Edition,84.99,94.99,114.99,,59550,https://www.pricecharting.com/game/nintendo-switch/hollow-knight-collector's-edition 
Holy Potatoes Compendium,ND,ND,ND,897790002594,2173295,https://www.pricecharting.com/game/nintendo-switch/holy-potatoes-compendium 
Holy Potatoes Compendium Badge Edition,39.99,49.99,64.99,897790002600,322509,https://www.pricecharting.com/game/nintendo-switch/holy-potatoes-compendium-badge-edition 
Hori Game Card Case 24,ND,ND,ND,873124006209,1708956,https://www.pricecharting.com/game/nintendo-switch/hori-game-card-case-24 
Hori Split Pad Pro Daemon X Machina,ND,ND,ND,873124007756,2253177,https://www.pricecharting.com/game/nintendo-switch/hori-split-pad-pro-daemon-x-machina 
Hori Taiko Master Controller,ND,ND,ND,,1750263,https://www.pricecharting.com/game/nintendo-switch/hori-taiko-master-controller 
Horizon Chase Turbo,24.99,24.99,39.99,897790002198,62436,https://www.pricecharting.com/game/nintendo-switch/horizon-chase-turbo 
Horizon Chase Turbo Special Edition,24.99,39.99,49.99,,72403,https://www.pricecharting.com/game/nintendo-switch/horizon-chase-turbo-special-edition 
Horse Club Adventures,ND,ND,ND,819335021020,2121630,https://www.pricecharting.com/game/nintendo-switch/horse-club-adventures 
Hot Wheels Unleashed,ND,ND,ND,816819019030,2594637,https://www.pricecharting.com/game/nintendo-switch/hot-wheels-unleashed 
Hot Wheels Unleashed Challenge Accepted,ND,ND,ND,,2598407,https://www.pricecharting.com/game/nintendo-switch/hot-wheels-unleashed-challenge-accepted 
Hotel Transylvania 3: Monsters Overboard,11.99,11.99,15.99,819338020365,47051,https://www.pricecharting.com/game/nintendo-switch/hotel-transylvania-3-monsters-overboard 
